"good","purpose","fico","dti","loan_amnt","income"
"good","debt_consolidation",697,13.55,21000,110000
"bad","other",722,23.31,20675,50132
"good","debt_consolidation",732,12.06,13200,62500
"good","debt_consolidation",737,20.7,12000,60000
"good","debt_consolidation",687,9.06,20000,130000
"good","home_improvement",777,12.78,15000,NA
"good","debt_consolidation",702,19.75,27050,65000
"good","debt_consolidation",712,18.8,22500,67735
"bad","debt_consolidation",737,28.32,20500,47800
"good","debt_consolidation",687,19.95,12800,NA
"good","other",747,12.27,27575,54000
"good","debt_consolidation",687,14.42,7000,NA
"good","other",687,16.52,7600,33996
"bad","debt_consolidation",747,7.22,29000,65000
"good","other",692,18.29,10000,44160
"good","debt_consolidation",732,22.54,14125,32000
"good","debt_consolidation",747,4.17,12000,94500
"good","debt_consolidation",737,18.34,9575,19498
"good","debt_consolidation",687,18.76,12000,NA
"bad","debt_consolidation",672,10.6,12000,NA
"good","debt_consolidation",677,22.61,10000,45000
"good","debt_consolidation",667,19.46,10000,NA
"good","debt_consolidation",737,10.77,25000,89000
"good","debt_consolidation",732,14.17,24000,120000
"good","debt_consolidation",717,16.46,14575,NA
"good","debt_consolidation",742,4.44,9000,50000
"bad","debt_consolidation",677,20.96,10000,NA
"good","debt_consolidation",677,16.8,7125,NA
"good","debt_consolidation",747,15.14,15000,NA
"good","debt_consolidation",687,17.11,13000,NA
"good","debt_consolidation",722,10.44,12000,NA
"good","debt_consolidation",662,17.98,18000,68000
"good","small_business",732,19.12,30000,90000
"bad","home_improvement",682,10.85,21600,58600
"good","small_business",717,6.29,7600,50000
"good","debt_consolidation",687,15.11,7000,85000
"good","debt_consolidation",712,24.48,7000,45000
"good","other",662,5.59,3600,44004
"good","major_purchase",667,5.36,3500,NA
"good","medical",722,16.47,5000,NA
"good","debt_consolidation",722,17.3,10000,60000
"good","debt_consolidation",677,19.56,4500,19200
"good","debt_consolidation",712,6.74,12000,NA
"good","debt_consolidation",672,10.91,12000,NA
"good","debt_consolidation",707,16.41,10700,68000
"good","debt_consolidation",702,19.36,6000,NA
"good","vacation_wedding",752,12.84,20000,50000
"good","debt_consolidation",697,11.22,10800,23000
"good","debt_consolidation",697,20.67,25000,50400
"good","debt_consolidation",707,10.3,20000,110000
"good","vacation_wedding",672,12.99,3600,NA
"good","debt_consolidation",702,17.48,6000,83954
"good","debt_consolidation",677,22.39,10375,NA
"good","debt_consolidation",737,25.4,25000,60000
"good","debt_consolidation",662,19.98,10000,40000
"good","small_business",747,10.18,10000,42336
"good","major_purchase",772,3.97,5600,NA
"good","major_purchase",687,10.6,6000,NA
"good","debt_consolidation",727,8.7,8000,NA
"good","debt_consolidation",742,26.33,35000,90000
"good","debt_consolidation",712,12.48,10000,NA
"good","debt_consolidation",742,24.1,11000,48000
"good","debt_consolidation",697,6.38,5000,NA
"good","debt_consolidation",687,13.45,6500,30600
"good","debt_consolidation",672,18.02,20000,69000
"good","debt_consolidation",677,8.85,12000,45000
"bad","vacation_wedding",667,20.25,8250,NA
"good","debt_consolidation",742,3.69,21000,150500
"good","debt_consolidation",667,16.95,8400,32000
"good","debt_consolidation",687,21.38,7000,37500
"bad","major_purchase",707,6.3,12000,60000
"bad","debt_consolidation",682,12.69,7200,NA
"good","debt_consolidation",722,26.06,12000,NA
"good","debt_consolidation",717,16.75,12800,75000
"good","major_purchase",732,3.5,3050,16800
"good","debt_consolidation",692,19.55,9000,38000
"bad","debt_consolidation",692,11.79,10000,NA
"good","debt_consolidation",727,18.37,10000,95000
"bad","debt_consolidation",672,20.05,10000,77400
"good","debt_consolidation",667,11.76,8500,61000
"good","debt_consolidation",747,19.42,35000,70000
"good","debt_consolidation",717,11.84,7200,67000
"good","debt_consolidation",707,8.76,21000,90000
"good","debt_consolidation",727,7.44,27000,140000
"good","debt_consolidation",712,21.25,28625,55000
"good","debt_consolidation",672,5.41,4000,32400
"good","other",682,12.79,7300,50000
"good","debt_consolidation",742,17.76,18000,70000
"good","other",732,19.37,5000,35000
"good","debt_consolidation",702,19.06,6500,46212
"good","small_business",687,4.83,14100,43000
"good","small_business",712,4.29,35000,140000
"good","home_improvement",682,24.34,10000,115000
"good","debt_consolidation",712,19.39,3000,NA
"good","debt_consolidation",682,15.56,25000,95000
"good","debt_consolidation",702,9.08,28000,235000
"good","debt_consolidation",687,9.6,10000,NA
"good","debt_consolidation",742,12.83,12000,NA
"good","small_business",682,5.73,10000,80000
"good","debt_consolidation",722,14.09,11000,NA
"good","small_business",672,0.89,10000,55000
"good","debt_consolidation",747,4.12,5000,55000
"good","other",817,0.93,5000,NA
"good","debt_consolidation",702,15.47,5000,NA
"bad","debt_consolidation",692,15.68,6000,NA
"good","vacation_wedding",682,20.62,5000,111740
"good","debt_consolidation",667,24.84,20050,67500
"bad","vacation_wedding",677,20.31,7000,41000
"good","debt_consolidation",742,6.17,25000,120000
"bad","debt_consolidation",677,15.4,3000,NA
"good","debt_consolidation",662,15.07,8400,41500
"good","debt_consolidation",672,17.74,24925,60000
"good","debt_consolidation",692,18.5,5000,75000
"good","debt_consolidation",692,6.51,12000,80000
"good","debt_consolidation",702,21.49,12000,NA
"bad","debt_consolidation",697,9.55,13200,NA
"good","major_purchase",772,15.25,6000,48000
"good","debt_consolidation",752,13.42,10000,50000
"good","debt_consolidation",752,16.7,17500,NA
"good","debt_consolidation",692,20.81,6500,53000
"good","small_business",737,8.55,10000,NA
"good","debt_consolidation",722,10.38,12000,NA
"good","debt_consolidation",682,22.1,10000,NA
"good","debt_consolidation",702,23.03,12375,NA
"good","debt_consolidation",717,9.78,10000,NA
"good","small_business",672,2.65,4400,80000
"good","small_business",682,18.41,20000,70000
"good","debt_consolidation",722,14.65,25000,80000
"bad","debt_consolidation",697,21.93,14125,45696
"good","vacation_wedding",687,24.71,35000,1e+05
"good","debt_consolidation",737,11.98,13600,NA
"good","debt_consolidation",722,27.67,20000,50000
"bad","debt_consolidation",707,12.87,18000,66000
"good","debt_consolidation",702,4.96,13000,80000
"good","debt_consolidation",707,19.03,35000,1e+05
"good","debt_consolidation",717,19.34,35000,123000
"good","debt_consolidation",737,21.17,12000,NA
"good","debt_consolidation",672,22.22,7200,60000
"good","small_business",742,5.66,25000,150000
"good","other",687,21.66,4000,NA
"good","debt_consolidation",737,26.86,7000,NA
"good","other",677,6.93,15000,90000
"good","debt_consolidation",732,21.8,12800,NA
"bad","debt_consolidation",682,14.79,35000,71316
"good","debt_consolidation",702,15.69,15000,NA
"good","debt_consolidation",712,17.51,7200,34000
"good","debt_consolidation",667,10.9,13000,36000
"good","debt_consolidation",752,14.64,28000,65000
"good","debt_consolidation",727,15.87,12000,NA
"bad","debt_consolidation",687,21.14,16000,NA
"good","other",717,9.08,14000,NA
"good","debt_consolidation",692,7.96,11500,74000
"good","debt_consolidation",677,10.77,10500,NA
"good","debt_consolidation",682,20.68,14400,NA
"good","debt_consolidation",732,10.36,16000,65000
"good","debt_consolidation",727,16.25,5375,NA
"good","debt_consolidation",707,17.67,12000,61000
"bad","debt_consolidation",737,8.36,12000,83000
"good","small_business",777,8.94,17000,120000
"good","debt_consolidation",712,15.72,30000,106000
"bad","debt_consolidation",672,7.69,13000,NA
"bad","debt_consolidation",727,18.12,7125,NA
"good","vacation_wedding",677,16.28,14000,NA
"good","debt_consolidation",692,6.71,8000,NA
"good","debt_consolidation",712,17.32,12500,58000
"good","major_purchase",682,18.69,10000,40000
"good","other",702,23.58,12000,NA
"good","debt_consolidation",702,21.95,14000,NA
"good","debt_consolidation",767,5.08,7500,48000
"good","debt_consolidation",722,11.37,19200,40000
"good","debt_consolidation",697,13.06,9000,NA
"good","debt_consolidation",697,11.98,16000,60000
"good","debt_consolidation",742,14.99,20000,65000
"good","debt_consolidation",697,1.99,9000,50000
"bad","debt_consolidation",727,27.34,9600,55000
"bad","debt_consolidation",707,20.67,12000,NA
"good","home_improvement",737,10.97,18000,133224
"good","small_business",677,6.19,1000,NA
"bad","debt_consolidation",692,13.83,15000,38000
"good","debt_consolidation",662,21.32,12000,38000
"good","medical",717,22.77,12000,41000
"good","debt_consolidation",742,27.86,14000,NA
"good","debt_consolidation",712,7.56,15600,NA
"good","debt_consolidation",722,11.41,10000,NA
"good","other",682,20.19,7200,23000
"bad","debt_consolidation",722,23.76,22250,47532
"good","debt_consolidation",692,10.89,13250,NA
"good","home_improvement",737,3.23,26400,150000
"good","debt_consolidation",712,23.66,11000,32000
"good","debt_consolidation",722,17.02,9600,NA
"good","debt_consolidation",662,18.55,10000,35000
"good","other",692,21.66,7000,NA
"good","vacation_wedding",727,18.24,11000,NA
"good","vacation_wedding",692,19.13,13000,NA
"good","debt_consolidation",757,18.72,5000,NA
"bad","small_business",717,6.68,6000,NA
"good","debt_consolidation",677,7.25,3000,105000
"bad","debt_consolidation",702,5.06,8200,42000
"good","debt_consolidation",697,16.65,17000,NA
"good","major_purchase",687,13.92,5000,35000
"good","debt_consolidation",707,10.75,6400,23000
"good","debt_consolidation",717,8.33,13000,NA
"good","debt_consolidation",747,22.03,18000,36000
"good","debt_consolidation",722,17.7,16000,NA
"good","debt_consolidation",682,24.36,13200,40000
"good","debt_consolidation",662,17.09,10000,38200
"bad","debt_consolidation",712,20.14,15000,37000
"good","debt_consolidation",682,10.03,5000,NA
"good","debt_consolidation",722,14.34,7200,38000
"good","debt_consolidation",737,19.4,15000,43000
"bad","debt_consolidation",672,9.12,15700,60000
"good","debt_consolidation",662,6.1,5000,46000
"good","debt_consolidation",702,10.19,9600,105000
"good","debt_consolidation",697,6.47,16000,107000
"bad","debt_consolidation",712,14.08,35000,235000
"good","debt_consolidation",727,20.11,21000,70000
"bad","debt_consolidation",677,13.18,12000,NA
"good","debt_consolidation",707,11.75,6000,24000
"good","debt_consolidation",677,18.97,20000,51750
"good","other",677,23.42,6000,NA
"good","debt_consolidation",682,24.6,7150,50000
"bad","debt_consolidation",667,19.09,13000,NA
"good","small_business",797,6.07,32000,120000
"bad","home_improvement",672,12.48,8000,NA
"good","debt_consolidation",727,11.19,15500,40000
"good","debt_consolidation",717,7.97,7000,97600
"good","debt_consolidation",767,7.76,12000,70800
"good","debt_consolidation",677,11.31,10400,45000
"good","debt_consolidation",687,18.38,12000,60000
"good","vacation_wedding",722,3.25,8000,88000
"good","debt_consolidation",677,15.84,16000,74000
"good","debt_consolidation",707,11.67,4500,91500
"good","debt_consolidation",687,16.69,5000,42500
"good","major_purchase",692,22.05,3600,45000
"good","debt_consolidation",692,18.77,30000,75000
"good","debt_consolidation",707,12.41,21000,103000
"good","small_business",692,11.09,7000,NA
"good","home_improvement",777,8.44,17475,90000
"good","debt_consolidation",727,19.92,27575,63000
"good","debt_consolidation",757,15.17,7000,NA
"good","debt_consolidation",737,17.73,15000,35000
"good","debt_consolidation",667,18.75,2250,16000
"good","debt_consolidation",722,23.64,17050,53000
"good","debt_consolidation",677,10.22,16500,110000
"good","home_improvement",697,9.41,35000,69000
"good","debt_consolidation",687,19.13,3250,16000
"good","debt_consolidation",727,9.34,7000,NA
"good","debt_consolidation",727,13.26,24000,80000
"good","debt_consolidation",672,12.79,13200,80952
"good","debt_consolidation",732,10.45,22750,65000
"good","debt_consolidation",717,6.02,12000,NA
"good","debt_consolidation",742,17.15,30000,175000
"bad","vacation_wedding",697,13.41,1200,NA
"good","debt_consolidation",707,14.95,4800,35000
"good","debt_consolidation",667,20.74,18000,60000
"good","debt_consolidation",722,15.02,7200,35000
"good","debt_consolidation",732,15.15,15000,NA
"good","debt_consolidation",672,9.92,10500,60000
"good","other",697,16.21,15000,NA
"bad","small_business",727,7.75,5000,66000
"good","debt_consolidation",717,8.74,12800,77000
"good","small_business",722,13.16,4000,NA
"good","debt_consolidation",722,18.84,14000,NA
"good","debt_consolidation",732,8.13,27000,130000
"good","debt_consolidation",707,17.35,15000,61000
"good","debt_consolidation",682,7.93,35000,90000
"good","debt_consolidation",672,17.71,2400,NA
"good","debt_consolidation",717,6.17,5900,14400
"good","debt_consolidation",692,13.78,5000,70000
"good","debt_consolidation",717,16.2,22000,82500
"bad","debt_consolidation",662,18.55,13250,35000
"good","debt_consolidation",717,18.61,12600,43200
"good","debt_consolidation",722,14.95,20000,125000
"good","debt_consolidation",752,20.05,18000,80000
"good","debt_consolidation",677,13.56,19200,87500
"good","debt_consolidation",697,17.45,7000,NA
"good","debt_consolidation",727,4.71,25000,80000
"good","other",757,12.29,10000,70000
"good","other",672,19.5,2250,17352
"good","debt_consolidation",727,19.61,23000,63208
"good","small_business",667,1,6750,48000
"good","debt_consolidation",707,8.78,10000,45500
"good","debt_consolidation",737,10.75,16000,48000
"good","debt_consolidation",722,13.19,5600,NA
"good","debt_consolidation",662,23.15,12000,68000
"good","other",777,14.61,4800,35000
"good","debt_consolidation",732,24.93,25000,63000
"bad","debt_consolidation",707,10.41,10000,29406
"bad","debt_consolidation",727,14.95,2200,26004
"bad","debt_consolidation",702,13.9,24000,120000
"good","debt_consolidation",767,8.69,16000,NA
"good","debt_consolidation",727,17.51,10000,34000
"bad","debt_consolidation",682,15.49,10625,NA
"good","debt_consolidation",677,5.2,9600,40000
"bad","debt_consolidation",672,20.46,7200,88800
"good","debt_consolidation",717,12.94,12000,NA
"good","debt_consolidation",702,4.21,5000,NA
"good","debt_consolidation",692,11.44,30000,85000
"good","debt_consolidation",672,14,12000,36000
"good","debt_consolidation",667,21.43,18000,80000
"good","debt_consolidation",712,9.1,10000,50000
"good","debt_consolidation",727,11.23,10000,NA
"good","debt_consolidation",752,15.3,26000,105000
"good","debt_consolidation",722,24.92,17475,45408
"bad","debt_consolidation",677,8.82,10400,72000
"good","debt_consolidation",717,9.3,10000,67500
"good","debt_consolidation",677,4.08,17250,60000
"good","debt_consolidation",752,7.16,10000,65000
"bad","debt_consolidation",732,14.49,12000,NA
"good","debt_consolidation",772,12.16,6000,34848
"good","debt_consolidation",682,21.2,19075,48000
"good","debt_consolidation",732,23.89,20000,55000
"good","debt_consolidation",737,22.12,24000,65000
"bad","home_improvement",707,23.76,17200,55000
"good","home_improvement",742,21.6,15000,75000
"bad","debt_consolidation",692,23.2,10625,30000
"good","debt_consolidation",677,15.84,8400,30000
"good","debt_consolidation",732,11.81,28000,160000
"good","home_improvement",682,7.7,16000,60000
"good","debt_consolidation",702,4.62,18000,59000
"good","debt_consolidation",707,12.58,15000,35000
"good","debt_consolidation",712,17.85,20675,81800
"good","debt_consolidation",702,23.48,13225,65000
"good","debt_consolidation",672,13.11,11775,NA
"bad","debt_consolidation",692,12.51,16400,61500
"good","debt_consolidation",707,18.63,10075,46000
"good","debt_consolidation",682,20.94,10000,62000
"good","debt_consolidation",702,9.63,14000,NA
"bad","debt_consolidation",732,17.3,13000,NA
"good","debt_consolidation",702,11.7,15000,75000
"good","debt_consolidation",702,3.92,5000,90000
"good","debt_consolidation",722,10,9350,1e+05
"bad","small_business",687,23.21,30000,110000
"good","debt_consolidation",707,19.65,18225,NA
"good","debt_consolidation",717,15.31,18000,50000
"good","other",747,11.75,3600,NA
"good","debt_consolidation",747,3.9,29000,180000
"good","major_purchase",667,9.57,5000,NA
"good","debt_consolidation",667,22.63,6400,NA
"bad","debt_consolidation",702,18.66,12000,40000
"good","debt_consolidation",747,16.18,35000,114054
"good","debt_consolidation",722,22.51,18000,70000
